id,premise,hypothesis,lang_abv,language,label
bb2d130128,và nó có thể tiếp tục tới 20 năm nữa  tôi nghĩ nó thật nực cười,Nó chỉ kéo dài một tuần.,vi,Vietnamese,2
ac6ea0eb92,除了穆萨维以外，KSM确定为第二波袭击候选人的两名阿凯达组织成员分别是Abderraouf Jdey，亦称为,第二波袭击将以火车站为目标。,zh,Chinese,1
1022a0899b,"But if Clinton consents, censure and community service can proceed.",The censure will proceed even if Clinton opposes it.,en,English,2
a3ee377021,Today it is possible to walk through the old agora (marketplace) and stroll along Roman roads.,Walking through the old agora is a popular pastime. ,en,English,1
946faaf408,"Finally, the FDA will conduct workshops, issue guidance manuals and videotapes, and hold teleconferences to aid small entities in complying with the rule.",The FDA is set to conduct workshops. ,en,English,0
d9f9a41840,"Inflation is supposed to be a deadly poison, not a useful medicine.","Inflation is supposed to be poison, but economists are considering whether it might actually be useful.",en,English,1
af6a9e064b,"I am glad she wasn't, said Jon.",Jon was sad that she wasn't happy. ,en,English,1
7707148fa1,غالبا الشخص الوحيد الذى يستطيع معالجه كادا دى موليرا هى الجولينديرا السيدة العجوز .,Curanderas أيضا علاج الانفلونزا.,ar,Arabic,1
06ceab0371,Don't you remember? Today we're going to auntie Basia's birthday party.',"We are going to Aunt Basia's birthday party at the restaurant today, remember?",en,English,1
3abfb2dbf8,"It will be COLOSSAL!""",It will be the biggest ever.,en,English,1
9892be07dc,"On Fox News Sunday , host Tony Snow touted a poll showing that 60 percent of Americans think the allegations represent a pattern of behavior.",Tony Snow touted a poll showing that 60 percent of Americans think the allegations represent a pattern of behavior.,en,English,0
7e74126dce,"2.5 Financial audits are performed under the American Institute of Certified Public Accountants' (AICPA) generally accepted auditing standards for field work and reporting, as well as the related AICPA Statements on Auditing Standards (SASs) which interpret the standards and provide guidance on conducting such work.",The AICPA is the American Institute of Certified Public Accountants.,en,English,0
9302b82901,and i'm pretty happy with it so far,I am content so far.,en,English,0
2ba6e02099,"sabes,  probablemente es aproximadamente veinte por, no sé, veinte por seis, algo así, y es increíble lo que puedes, sabes cuántas plantas puedes plantar allí",Tiene muchas más plantas de lo que piensas.,es,Spanish,0
627898b900,"The 37 hectares (91 acres) of garden are set on lands above the Wag Wag River, which twists through a steep and narrow valley.",The Wag Wag River was named as such because it resembles a dog's tail.,en,English,1
c4fe496ea6,ซึ่งแตกต่างจากโรงละครที่ไม่หวังผลกำไรอื่น ๆ ในเมือง นักแสดงของเราหาเลี้ยงชีพจากงานฝีมือของพวกเขา,มีโรงละครที่ไม่หวังผลกำไรมากกว่าหนึ่งแห่งในเมือง,th,Thai,0
39bc889253,Tuppence rose.,Tuppence remained seated.,en,English,2
91882cf69d,"Концепцията за учебния момент, макар и само концептуализиране по това време, осигурява част от плодотворния интерес да се правят алкохолни интервенции в спешните отделения.","Има известно основание да се прави алкохолна интервенция в спешното отделение, докато пациентът все още е пиян.",bg,Bulgarian,1
5e9432dd8d,"'Dave Hanson, to whom nothing was impossible.' Well, we have a nearly impossible task: a task of engineering and building.",This engineering task won't be very difficult to complete.,en,English,2
25b4a10dc7,"पढ़ाकू, जो अर्थशास्त्र और कंप्यूटर की कक्षाओं में डूबे रहते हैं, उनकी स्थिति तो और भी निराशाजनक होती है।",पढ़ाकू निराशाजनक है।,hi,Hindi,0
6b095fdb9e,The political cleansing that did not happen through the impeachment process leaves Clinton with a great and serious burden.,There was no such instance of political cleansing.,en,English,2
c626564650,I mustn't keep you.,It would be too risky to keep you.,en,English,1
459dd734dc,Be forewarned that the download takes quite a while via modem.,This will take a long time to download onto your computer if you have a modem.,en,English,0
14e9827bee,La décharge de la section 8 est ordonnée pour cette société fxxxup incorrigible.,Cette personne est libérée.,fr,French,1
b586a0113f,"Look, there's a legend here.",The legend returns from his adventures here.,en,English,1
55a77c3af0,We always knew it was an outside chance.,"As we were well aware, the odds were not favorable.",en,English,0
3a84750834,อืม-ฮ๊ะ ไม่เป็นไร ลาก่อน,มาคุยกันต่อ,th,Thai,2
189cc3c975,"Uanachama ulijumuisha  kati ya wanaume wazima thelathini na hamsini kwa sura (inayoitwa moradas) na waligawanyika kuwa wanachama wawili wa kawaida, wanaoitwa hermanos disciplantes (ndugu ambao wanawaadhibu), na maafisa, waliwaita hermanos de luz (ndugu wa mwanga).",Vitengo hivi vilikuwa na jukumu la kugeuza watu wa asili katika Amerika ya Kati.,sw,Swahili,1
62e076bafc,he was he's of course uh i guess he's trained in this uh martial arts of some sort but the plot was bland the acting was bland It was just mostly centered upon his abilities to,He trained in martial arts but the plot was boring.  ,en,English,0
be3b12257d,It is nice to be reminded that people remember.,No one cared or remembered.,en,English,2
83bd7f991a,สถานที่เดินเล่นและชอปปิงหลักคือ Passeig de Gracia ที่สง่างาม ภาพของบาร์เซโลนาของ Champs d'Elysee และเหล่าคนเดินทางเท้า- Rambla de Catalunya ส่วนตอนบนของเมือง  La Rambla เท่านั้น,ราคาช้อปปิ้งในพื้นที่เหล่านี้จะสูงกว่าพื้นที่ใกล้เคียงอื่น ๆ เล็กน้อย,th,Thai,1
7befe1a9fb,"Un montón de mentiras, sabe Dios, y lo puedo demostrar.",Podría probarte las falsedades que estaban presentes en las transacciones.,es,Spanish,0
1eef53312e,صرف دو کھو دیا،ہم وہاں موجود تین طیارے، اور،ٹیسٹ کا مرحلہ.,کئی سارے جہاز ختم ہوگئے۔,ur,Urdu,0
c016b0910e,The census of 1931 served as an alarm signal for the Malay national consciousness.,There was a census in June of 1931.,en,English,1
f3b65ba001,"Както и да е, стигна до... имахме..., не помня точните цифри.",Не помня колко сме имали.,bg,Bulgarian,0
145eec465e,"El Club de las Primeras Damas, una comedia vengativa sobre tres esposas abandonadas, recaudó más en su primer fin de semana que cualquier otra película de mujeres en la historia.","First Wives Club es una película de amor con un final feliz, una película romántica de amor perdurable al casarse con su primer novio.",es,Spanish,2
7608758277,i ripped the ligaments in my right ankle,"ever since i injured my right ankle, i can't put weight on it",en,English,1
1dfe810ae2,"Through the Web site, a total of 1,634 associates donated nearly $200,000 to Legal Aid in 2002.","1,634 associates gave money to Legal Aid through their GoFundMe site.",en,English,1
ad4ac3cea3,सेरा डी ट्रमुनटाना के बीहड़ पहाड़ों  पर समुद्र में तेजी से उतरने वाले कुछ बिंदु हैं जिसका उपयोग केवल  एक बंदरगाह और तट के किनारे किसी भी आकार के बंदरगाह के रूप में होता हैं |,पहाड़ों में लगातार बंदरगाहों के लिए भूस्खलन होते हैं जिन्हें आसानी से नहीं बनाया जाता है।,hi,Hindi,1
4ba5c24b3a,"Basically, to sell myself.",Selling myself is a very important thing.,en,English,1
c0bcb9703c,"Because of the casualties, Lind says, the United States would eventually have had to leave Vietnam anyway.",Lind thought the US would stay in Vietnam forever.,en,English,2
43877edb8a,GAO's prior work on best practices covers achieving the first knowledge point.,GAO doesn't know the best practices for the first knowledge point.,en,English,2
8d0c8d4491,well i hear my kids are needing me again so i'll go see what they need  and we'll maybe talk to you again,I need to check and see what my kids need.,en,English,0
9619c85887,and i use a one of those black soaker hoses that actually oozes water every where so i lace it up and down there a couple of times and i only have to water about two hours a week,"I only water about two hours a week, I use one of those black soaker hoses.",en,English,0
b62b2ce7b8,"Over most of the 1980s and 1990s, the U.S. was able to invest more than it saved by attracting financing from abroad.",The US could invest 20% more than it saved in the 1980's and 90's.,en,English,1
f7b4aa5c10,Ъгловата къща на номер 8 доскоро беше официалната резиденция на президента на Generalitat.,Номер 8 беше на ъгъла.,bg,Bulgarian,0
bded92ff1f,"A medida que se desvanecían todas las esperanzas de derrocar a los talibanes, se reanudó el debate sobre dar ayuda encubierta a los oponentes del régimen.",Se negaron a perder la esperanza de trasladar a los talibanes y acordaron hacerlo solos.,es,Spanish,2
4e0ce74530,"As previously noted, we published new independence standards dealing with non-audit/consulting services when the AICPA failed to act.",The AICPA failed to act and we were forced to intervene.,en,English,1
5b9df06031,That's why we tried to kill you.,That is the reason why we attempted to kill you.,en,English,0
64dc84d64e,Κάποιοι Αθηναίοι ζήτησαν ακόμη από τη Συνέλευση να κηρύξει πόλεμο στον Μακεδόνα Βασιλιά.,Όλοι οι Αθηναίοι ήθελαν να σταματήσει ο πόλεμος.,el,Greek,2
7ef4cc3faa,'Why isn't a lookalike good enough for them?',The look alike is plenty good.,en,English,1
3444038986,um-hum they keep you entertained they sure do we have a uh my wife's uh mother is uh oh about  seventy seven i guess she really gets a thrill when we go over to see her and bring the dog i think she's more happy to see the dog than she is us,My wife's mother owns three dogs and loves ours too. ,en,English,1
48cc10c133,The Government does not sacrifice anything of value in exchange and the entity that forfeits the property does not receive anything of value.,The Government does not provide compensation for forfeited property.,en,English,0
03cb1e0b96,oh really yeah so he he's uh he's probably going to be going to jail and and the problem with him is he's on a guaranteed salary like for three years so whether he plays or not they've got to pay him ten million dollars so if they,"His income is on guaranteed terms, meaning that even if he is jailed and can't play, he still gets his salary as per normal.",en,English,0
9de8a2749c,"explanations, and to corroborate findings.",To disapprove findings and explanations.,en,English,2
0f72e9839a,Coast Guard rules establishing bridgeopening schedules).,The Navy creates bridgeopening schedules.,en,English,2
ae7d41587a,"Mr. Inglethorp, said the Coroner, ""you have heard your wife's dying words repeated here. ","Mr. Inglethorp, you have heard your wife's last words here.",en,English,0
450251ac0e,"Two, most other productive operations are easier to study and understand, since few firms have 40,000 locations and a large proportion of their workforce working outdoors.",The productivity of the operations is directly related to the workforce that's based outdoors.,en,English,1
61b493da74,Decline and Decadence,Rising and trashy.,en,English,2
5148cb7f24,"However, co-requesters cannot approve additional co-requesters or restrict the timing of the release of the product after it is issued.",Co-requesters cannot approve more co-requesters.,en,English,0
cf6fd99427,"J'ai envoyé pour vous, capitaine Blood, à cause de certaines nouvelles qui viennent de m'arriver.","Je n'ai pas entendu de nouvelles, capitaine Blood. L'avez-vous fait ?",fr,French,2
3e2066e06f,"Konfederasyonun hukuk felsefesi, hem maddi hem de üslupla karşı karşıya geldi.",Hukuk felsefesi yenik düştü.,tr,Turkish,2
1a570a241e,Then I considered.,"Then, I thought if I should accepted to go with him.",en,English,1
d8f4aa13a5,亚利桑那州Greenlee县的公共图书馆展示了农村机构的资金和技术方面的困境。,格林利县不在亚利桑那州。,zh,Chinese,2
d92c2eef45,"Ο Gehry φαίνεται να λέει, έτσι ζούμε σήμερα, γιατί να μην το απολαμβάνουμε;",Ο Gehry είναι ένα χαρούμενο άτομο.,el,Greek,1
36711f7c58,The case law is a whole body unto itself.,The case law is a whole entity unto itself.,en,English,0
b2502a6237,"For example, service coordination is a popular remedy for limited funds.",Several other techniques are use to overcome limited funds.,en,English,1
aa516ccb22,The White House denies this.,"The White House, off the record, knows it to be true.",en,English,1
3114b8631e,Jon's feeling of age and weariness must have shown.,Jon was feeling young and spry.,en,English,2
6b68e2580e,当我长大时，嗯,我正在长大。,zh,Chinese,0
468274d249,i don't know what kind of a summer we're expecting this year i imagine it's going to be hot again,I guess this summer will be another warm one; we'll see.,en,English,0
2f588451bc,oh you know i like what i'm doing right now,I find my current job enjoyable.,en,English,0
2694bdd5c9,Closed on the Sabbath.,"Sabbath is closed, but until next year.",en,English,2
66a5da3699,"The spot does leave the viewer wondering about the rest of the story, and what tale the condom could tell.",The spot leaves the viewer pondering the stories resolution and how the condom fits in.,en,English,0
593e602b98,Utajuaje kama umeridhika ama hujaridhika na jinsi taarifa zinapeanwa?,Nashuku hujawahi tazama habari ya network.,sw,Swahili,2
6ab21ec4a4,"It is not possible to walk up through the water as at Dunn's River, but steps have been erected at the side of the water to take you to a platform at the foot of the first cascade.",You can go to the platform at the foot of the first cascade by walking on steps alongside the water.,en,English,0
4d82105a36,Introduction,The line considered introduces the work it is referencing.,en,English,0
ef30ab26c0,Trying Your Luck,Give it a try.,en,English,0
4f741b0a78,You know.,"You know, because you were told.",en,English,1
a6180b9f36,"Die Wahrheit ist, ein Gebäude egal wie nützlich oder gut gebaut oder schön, das nicht sympathisch mit der Art und Weise wie Menschen sich kleiden ist, riskiert nicht nur anachronistisch aussehen, aber geradezu albern zu sein.","Ein Gebäude kann schön, aber wertlos sein.",de,German,2
3917fd9a2d,"Всеки изпит включва рейтингова скала, така че всеки, който се подложи на него може да определи своето ниво на знания за културата на Чикано.",Изпитът беше използван единствено с цел тестване на знанията за културата Chicano.,bg,Bulgarian,1
d63b096b40,"Тъй вярно!, изръмжаха в хор пиратите долу и един или двама от тях продължиха с този призив.","Нямаше никакъв признак за пиратите долу, тъй като се смяташе че са тихи.",bg,Bulgarian,2
53b62cf1ce," ""The summons was only for Dave Hanson,"" Ser Perth said sternly as the three drew up to him.",The others went to protect Dave.,en,English,1
4cdc974e8e,which they probably Mexican people don't even know what a taco salad is but i think it's now it's moving up too because uh just a change you know just something different,"Taco salad isn't a traditional Mexican dish, but it's becoming one because of cultural movement.",en,English,0
0dd28fd9c8,"During his disastrous campaign in Russia, he found time in Moscow to draw up a new statute for the Com??die-Francaise (the national theater), which had been dissolved during the Revolution.",Napoleon led the invasion.,en,English,1
af5fdf8823,'It's that kind of world.',That's the world we live in.,en,English,0
3250ec4a2e,"do đó tôi không biết, ước gì tôi đã làm",I ước rằng tôi biết anh ấy đã biến mất đi đâu.,vi,Vietnamese,1
7e338b14e2,"Two, most other productive operations are easier to study and understand, since few firms have 40,000 locations and a large proportion of their workforce working outdoors.","There aren't a lot of firm that can boast 40,000 different workplace locations.",en,English,0
81be045c64,Her voice was doubtful.,She was doubtful because the plan did not seem very good.,en,English,1
6e066679e1,Ve onlar Augusta bölgesinde kalamazlardı çünkü insanlar gerçekten tabu olan bir şey yapmayı denediklerini ve beyaz için geçmeye çalıştıklarını biliyorlardı.,İnsanlar beyaz olmadıklarının farkındaydı.,tr,Turkish,0
c21ae6fbb3,کوئی شک نہیں کہ ، شہر کی پہلی چیز جو آپ کو اپنی طرف متوجہ کرتی ہے وہ اس کی بہت سے تاریخی عمارات ہیں ۔,یہاں بہت پرانی اور دلچشپ عمارات ہئں,ur,Urdu,0
a6d79cfdb7,well i think that's about all my pet stories right now so,I have more to share about my animals.,en,English,2
02088a9b8c,well the first thing for me is i wonder i see a couple of different ways of talking about what privacy is um if privacy is something that disturbs your private state i mean an invasion of privacy is something that disturbs your private state that's one thing and if privacy is something that comes into your private state and extracts information from it in other words finds something out about you that's another and the first kind of invasion of the first type of privacy seems invaded to me in very much everyday in this country but in the second type at least overtly uh where someone comes in and uh finds out information about you that should be private uh does not seem uh um obviously everyday,"Privacy is very simple, I can explain it to you in a few words, without long and hard to understand sentences.",en,English,2
9a9b961b9d,"I have to tell you, I tried to understand it.",I am upset that I can not understand it.,en,English,1
8e372e28ce,"One of them, darker skinned, had hair braided into two lines.",One of them had their hair braided.,en,English,0
84822184ec," ""Give it to me."" He handed it to her.",She told him to give it to her.,en,English,0
94af0d4094,"Under Ferdinand and Isabella, Spain underwent a dramatic transformation.",Ferdinand and Isabella caused stunning changes to take place in Spain.,en,English,0
2259278ee5,Expectations that the ANC would oversee land reform--returning land seized during apartheid's forced migrations--and wealth redistribution have not been met.,The ANC would not be in charge of land reform.,en,English,2
e65a00c923,"In Roman times a temple to Jupiter stood here, followed in the fourth century by the first Christian church, Saint-Etienne.","Saint-Etienne, a Christian church, had a temple to Jupiter during Roman times.",en,English,0
57e57dec0d,"Реформы, одобренные на данный момент, имеют огромное значение на то, что делает правительство, как организована его работа, и как оно предоставляет свои услуги стране и ее гржданам.",Реформы оказывают влияние на правительство.,ru,Russian,0
3913072765,"Η καθηγήτρια εξήγησε, με όρους που ήλπιζε ότι ήταν κατάλληλοι για το ακροατήριό της.",Η δασκάλα σκόπιμα προσπάθησε να δώσει τη διάλεξή της με ασαφή λόγια.,el,Greek,2
cd4a52daa2,uh-huh oh yeah all the people for right uh life or something,"oh yeah not those people, they have a bad life",en,English,2
79d3750cc0,"For centuries, the Loire river was a vital highway between the Atlantic and the heart of France.","The Loire is a new river, having only been discovered last year.",en,English,2
84963dcd45,الواجهات المتكسرة للشقق، الفنادق وخط متاجر الصفقات الرخيصة كارل-ماركس-ألي المؤدية من إلى الجنوب الشرقي من أليكس.,كارل ماركس ألي تتداعى,ar,Arabic,0
2e5c772e8f,"You see, he said sadly, ""you have no instincts.""",I determined to prove him wrong.,en,English,1
295b489f02,पंडित अक्सर कहते हैं कि इतिहास विजेताओं द्वारा लिखा जाता है|,पंडित कहते हैं कि हारने वाले इतिहास रचते हैं।,hi,Hindi,2
6bc0a5639f,"Do đó, dữ liệu nhân khẩu học cho cùng một mã ZIP có thể được tính trung bình vào tổng số cho hai phần tư khác nhau.",Dữ liệu thuộc nhân khẩu học có thể được tính trung bình.,vi,Vietnamese,1
e6cac9576a,"For example, the moderate scenario assumes a 50% or $1.",50% is secured ,en,English,1
bcdbe0d2a0,The last thing we want is any more attention or any more bounty hunters.,They thought than more attention would make it harder to hide. ,en,English,1
291196de35,"Ассимилируя легче с англо-американским сообществом, только протестантские школы приняли своих детей. Восточно-европейские евреи закончили богатый Вестмонт или снова эмигрировали в Торонто.",Евреи из Восточной Европы хорошо ассимилируются везде.,ru,Russian,2
7e1ce26f23,… I succeeded in my false career.,I failed in my false career.,en,English,2
7cb8328d3a,جیسا کہ آپ جانتے ہیں، اس گروپ کی رکنیت میں ان دوست اور سابقہ ​​شامل ہیں جو سالانہ اسکول میں 1،000 ڈالر یا اس سے زیادہ حصہ لیں گے.,اس گروپ کے ممبروں میں سے کچھ نے اسکول میں $ 100000 سے زیادہ عطیہ کی ہے.,ur,Urdu,1
a326480790,During the Crimean War (1854 56) she set up a hospital in the huge Selimiye Barracks (Selimiye Kelase).,The Crimean War ended in the 1840s.,en,English,2
1fa1d9b3fe,Jon's feeling of age and weariness must have shown.,Jon was weary and feeling his age.,en,English,0
9bf08ef171,did you well it's not just that are there enough jobs for people here now,it's not just that the new factories have brought a lot of jobs to town,en,English,1
6c08154172,so i how do you feel that it should be applied,I do not care about your feeling just apply it whichever way to finish it already.,en,English,2
cd3c3b45df,"As legal scholar Randall Kennedy wrote in his book Race, Crime, and the Law , Even if race is only one of several factors behind a decision, tolerating it at all means tolerating it as potentially the decisive factor.",Race should always be considered in judicial decisions.,en,English,1
4dc5366742,这就是时势。,当时有一种情绪状态。,zh,Chinese,0
9e1bff8a89,uh but you could fill a whole bunch of uh holes with these things i used to i used to advertise buying wheat pennies um i'd give a dollar a roll which two cents a piece which is basically overpriced,I made a good dollar while selling them.,en,English,1
bd87a847f5,"Mr. Erlenborn attended undergraduate courses at the University of Notre Dame, Indiana University, the University of Illinois, and Loyala University of Chicago.",Mr. Erlenborn's favorite university is located in Chicago.,en,English,1
54008b5024,"Дейвидсън не трябва да възприема произношението на скуош да се римува с кост – във всеки случай не, защото Виктория, където живее, е много английско място.","Дейвидсън не трябва да говори по начин, при който bone и scone звучат по същия начин.",bg,Bulgarian,0
410a8fa708,This is Susan.,Susan is a a fifth grade teacher. ,en,English,1
5a90f28942,"From here, many HIV researchers are putting their hopes on combining drug treatments with strategies that boost the immune system.",HIV researches believe HIV will be cured very soon. ,en,English,1
de2aafeb3f,"In 1998, Cesar Chavez fasted for 36 days in California to underscore the dangers of pesticides to farm workers and their children.",Cesar Chavez's fast brought media attention to the problem.,en,English,1
54b939c340,وصل حزناوي (الرحلة 93) وويل الشيهري (الرحلة 11) إلى ميامي من لندن في 8 يونيو 2001 باستخدام نفس الطريق الذي اتبعه الثلاثة السابقون.,كلا الرحلتين يطيروا إلى نفس المطار.,ar,Arabic,1
8153f1a5f5,Sự khôn ngoan thông thường về âm nhạc Ragtime tiếp tục biến động.,Sự khôn ngoan thông thường về âm nhạc Ragtime không phải là hằng số.,vi,Vietnamese,0
77089e7f74,"A member of the only student-run chapter of the American Civil Liberties Union in New York state, Zelon worked to resolve disputes between students and police officers to help protect the public's right to peaceful protest.",Zelon is the only student-run chapter of the American Civil Liberties Union in New York state.,en,English,0
86d3a242c8,well UNLV they say UNLV may be the greatest amateur team ever,UNLV is terrible.,en,English,2
487f196ac3,ร่างกายของ Dowd นั้นทำงานเป็นคอลัมนิสต์ และที่พิเศษคือชิ้นส่วนของ Flytrap ที่ทำให้เธอชนะรางวัลพูลิตเซอร์ ซึ่งเป็นหนึ่งในตัวอย่างที่ยอดเยี่ยมที่สุดของการตำหนิตนเองของพวกบูมเมอร์,ดาวด์จะไม่มีทางเขียนและจะไม่มีวันเขียนสิ่งใด ๆ ที่อาจตีความว่าเป็นผู้กำเนิดการเฆี่ยนตีตัวเอง,th,Thai,2
d9533d725b,It was still night.,"It was edging on dark and light, but it was most certainly still not morning.",en,English,1
d94b77de1f,Sikuweza kupata ufafanuzi kama huo kamusi ya visawa,Niliangalia kwenye Thesaurus na sikupata ufafanuzi.,sw,Swahili,0
c12ac44d81,ทีวีเอได้ติดตั้งโครงสร้างของทางอ้อมเพื่อจะส่งแก๊สจากที่ทำแก๊สให้อุ่นล่วงหน้าตรงไปยังเอฟจีดี ในขณะที่อีเอสพีได้กำจัดเครื่องปฏิกรณ์เอสซีอาร์ที่สร้างขึ้นในพื้นที่ดังกล่าว,บายพาสจะส่งน้ำไปยัง FGD,th,Thai,2
995c741f1b,Participate in the postaward audit for assessing thedegree of success of the acquisition.,An audit after the award has been presented.,en,English,0
7758f0be52,Hậu quả cuối cùng của sự từ chức của Livingston là nó đã cho phép Clinton xuất hiện một cách hào hùng.,Việc từ chức của Livingston có thể đã làm cho Clinton tỏ ra hào phóng.,vi,Vietnamese,1
b0ef09f434,"In 1923, Turkey broke away from the tired Ottoman rulers, and Kemal Ataturk rose to power on a wave of popular support.",Kemal Ataturk was never affiliated with the Ottoman Empire.,en,English,2
26d1adc9ae,Hakuna tofauti kati ya wanafunzi wadogo na wazee katika alama za mtihani wa mafanikio.,"Ingawaje matokeo ya mtihani ya wanafunzi wa umrimdogo na mkubwa ni sawa, wanafunzi wa darasa moja wenye umri mdogo humaliza mtihani haraka zaidi.",sw,Swahili,1
542e5452e5,"What am I to do with them afterwards?""",The narrator knows what to do with them.,en,English,2
46e49198c7,但是我怀疑这是一个掩盖Julian勋爵被秘密消遣的面具的威胁。,朱利安非常清楚他的感受。,zh,Chinese,2
ada7c6260e,"Bir İç Çember üyesi olarak, dünyanın en büyük demokrasi kutlaması olan 52. Amerikan Başkanı Göreve Başlama Töreni için tören alanındaki en iyi koltuklardan bazılarını bekleyebilirsiniz.",Amerika Başkanlık Töreni dünyanın en büyük demokrasi kutlaması sayılmaktadır.,tr,Turkish,0
28337229ff,Ο τηλεφωνητής λέει: Σας ευχαριστώ που πήρατε την κλήση μου.,Αυτός που κάλεσε ήταν ευγνώμων.,el,Greek,0
01cd432026,Savonarola burned in Florence,Savonarola was branded a heretic and burned at the stake.,en,English,1
fd42f5b3e4,Импульсный тон не является техническим термином.,"Использование термина импульсный-тоновый вводит в заблуждение, так как является технически некорректным.",ru,Russian,1
a2dca23b29,"Hardly catering to locals, Universal Citys Cityalk attempts to snag tourist dollars with its extensive collection of retail wonders, including magic shops, toy stores, sports shops, and a host of science fiction memorabilia.","Some locals do, however, frequent the sports shops.",en,English,1
5b3a46a1d7,"Για παρατεταμένες διαμονές, το γραφείο πληροφοριών παρέχει λεπτομερείς χάρτες του φανταστικού δικτύου των αλληλοσυνδεόμενων πλωτών οδών του Quetico.",Το Quetico δεν έχει νερό μέσα του.,el,Greek,2
50dade40ac,"Πίσω από την περιοχή της Νότιας Αμερικής θα βρείτε το Factory Perfume, όπου μπορείτε να δημιουργήσετε το προσωπικό σας άρωμα.",`Το εργοστάσιο αρωμάτων βρίσκεται μπροστά από την περιοχή της Νότιας Αφρικής.,el,Greek,2
f61c26e64a,نعم نعم حسناً هذا فرانسو نعم نعم,أُخبِرَك أن هذا هو فريسنو.,ar,Arabic,0
ebe9d7169c,The disputes among nobles were not the first concern of ordinary French citizens.,Ordinary French citizens were not concerned with the disputes among nobles.,en,English,0
e59210c354,"If you have the energy to climb the 387 steps to the top of the south tower, you will be rewarded with a stunning view over the city.",There is a great view at the top of the steps.,en,English,0
44e6d2479e,"Дори ако предварителното инженерство и договарянето на споразумения отнемат от шест до осем месеца, общото време за завършване на два 900 MWe блока ще бъде около 17 до 19 месеца.",Общото време е по-малко от 6 месеца.,bg,Bulgarian,2
c9cc664252,"Всъщност, огромните студени молекулярни облаци в галактиките, около абсолютните ниски температурни граници, са изключително сложни смеси от молекулярни видове, много от тях въглеродни, както и родното място на звездите.",Молекулярните облаци не раждат звезди.,bg,Bulgarian,2
3b3e3da7b6,"The pope, suggesting that Gen.",Gen is not being suggested in any way.,en,English,2
af77bed638,The experts point out that it is not age alone that determines a Chinese antique's value the dynasties of the past had their creative ups and downs.,The Qin Dynasty has the most expensive antiques for their unique style.,en,English,1
35bb360be5,Do you want to see historic sights and tour museums and art galleries?,"Since you love learning new things, would you like to visit some historic places, museums, and art galleries?",en,English,1
5e3f855b46,Naja du hast gesagt du hast Kinder. Wie alt sind sie ?,"Es tut mir leid zu hören, dass Sie keine Kinder haben konnten.",de,German,2
c727411142,"In the midst of a final desultory polishing of her silver, Tuppence was disturbed by the ringing of the front door bell, and went to answer it.",Tuppence was able to polish her silver without any disruptions.,en,English,2
a97b90637c,El crecimiento económico es parte fundamental de la creatividad del universo como un todo.,El crecimiento económico es un monstruo de un tipo muy particular; una entidad independiente del universo.,es,Spanish,2
664bdee562,"It was a splendid life ”I loved it."" There was a smile on her face, and her head was thrown back. ",There were many people listening to her.,en,English,1
90c3447c0e,The draft treaty was Tommy's bait.,Tommy took the bait of the treaty.,en,English,1
5f15007ff1,"Long Bay is seven miles of sublime fine sand, gentle azure water, and cooling palm trees.",Long Bay is a five mile stretch of sublime fine sand.,en,English,2
c6af082335,actually i think abortion's going to take a turn where there's not going to be as many because i think contraceptives are going to be more popular i mean i realize that they are popular now but i think,I believe that the rising popularity of contraceptives will push the abortion rate down.,en,English,0
64e50cee49,¿Cómo puede un padre reconocer la diferencia entre un trastorno lingüístico y un desarrollo de lenguaje normal?,Un padre sabe si el desarrollo lingüístico es normal.,es,Spanish,2
21b890719a,Gore has been Clinton's lackey for more than six years.,Gore has worked on healthcare with Clinton for six years.,en,English,1
54f0f8f699,ดังนั้นแล้ว พวกเขาสร้างโลกที่ไม่นิ่งอย่างไม่ลดละซึ่งมีเพียงอดีตล่าสุดที่ค่อนข้างมีข้อมูลที่ถูกต้อง,โลกแห่งการสมมุติเหล่านี้ถูกใช้ในการพยากรณ์รูปแบบอากาศ,th,Thai,1
ee37da31e2,พิคคาร์ดจำได้ถึงคำกล่าวที่หาเขียนขึ้นมาอย่างสั้น ๆ เมื่อวันที่ 12 กรกฎาคม,Pickard จำสิ่งที่ได้กล่าวในการบรรยายสรุป,th,Thai,0
ed2963faa2,Ve umarım bu sene yine Civic Theatre'in sanatsal ve eğitici çabalarını destekleyeceksiniz.,Kent tiyatrosunun bu yıl 1 milyon dolara ihtiyacı var.,tr,Turkish,1
71a9bf9e0a,"当复仇天使井田塔贝尔开始撕裂他在麦克卢尔的肉体时, 洛克菲勒陷入了这种痛苦的付出。",洛克菲勒为癌症研究而捐款。,zh,Chinese,1
38d620a728,مستقبل کی تلاش میں، جوابی ایجنسیوں کے بارے میں تقریبا ایک تہائی نے رپورٹ کیا ہے کہ وہ ڈیزائن کے جائزے کے افعال کے مزید آؤٹ سورسنگ پر غور کررہے ہیں.,دا دي ادارې  ډیزایننونه به کم درجه  .ولري که دوی سرچینې ولري.,ur,Urdu,1
cc3026597e,ยกเธอไปและส่งสัญญาณให้พวกเขาส่งเรือ ความเงียบของความพิศวงมาอยู่บนเรือ--ของความพิศวงและความสงสัยในการยอมแพ้อย่างฉับพลันนี้,ลูกเรือกำลังทำสงครามกับคนที่พวกเขายินยอมให้ทำเช่นนั้น,th,Thai,1
